10/11/2007,155.47,-0.480092,1.889416,-9.60184
10/12/2007,156.33,0.553161,-2.152198,11.06322
10/15/2007,155.01,-0.844368,-2.52644,-16.88736
10/16/2007,153.78,-0.793497,-0.060247,-15.86994
10/17/2007,154.25,0.305631,-1.38517,6.11262
10/18/2007,153.69,-0.363047,-2.187859,-7.26094
10/19/2007,149.67,-2.615655,6.204728,-52.3131
10/22/2007,150.54,0.581279,-1.222231,11.62558
10/23/2007,151.76,0.810416,0.394195,16.20832
10/24/2007,151.48,-0.184502,-1.227663,-3.69004
10/25/2007,151.84,0.237655,-2.288091,4.7531
10/26/2007,153.62,1.172287,3.932722,23.44574
10/29/2007,154.13,0.331988,-0.716803,6.63976
10/30/2007,153.06,-0.694219,-3.091097,-13.88438
10/31/2007,154.65,1.038808,-2.496369,20.77616
11/1/2007,151.03,-2.340769,-3.253322,-46.81538
11/2/2007,151.2,0.11256,-1.048087,2.2512
11/5/2007,150.05,-0.760582,-7.7571,-15.21164
11/6/2007,152.07,1.346218,-2.769984,26.92436
11/7/2007,147.91,-2.735582,-3.03205,-54.71164
11/8/2007,147.16,-0.507065,-0.814641,-10.1413
11/9/2007,145.14,-1.372656,1.70706,-27.45312
11/12/2007,143.7,-0.992146,-0.277207,-19.84292
11/13/2007,148.08,3.048017,-4.072147,60.96034
11/14/2007,147.67,-0.276877,-1.090839,-5.53754
11/15/2007,145.54,-1.442405,4.209546,-28.8481
11/16/2007,145.79,0.171774,-1.119089,3.43548
11/19/2007,143.76,-1.392414,-9.106076,-27.84828
11/20/2007,144.64,0.612131,-1.439619,12.24262
11/21/2007,141.68,-2.04646,-4.343172,-40.9292
11/23/2007,144.13,1.729249,-1.844995,34.58498
11/26/2007,140.95,-2.206341,-2.275896,-44.12682
11/27/2007,142.57,1.149344,-1.520927,22.98688
11/28/2007,147.13,3.198429,1.782831,63.96858
11/29/2007,147.18,0.033984,-0.989375,0.67968
11/30/2007,148.66,1.005571,28.589944,20.11142
12/3/2007,147.68,-0.659222,-1.65557,-13.18444
12/4/2007,146.36,-0.893824,0.355877,-17.87648
12/5/2007,148.81,1.673955,-2.8728,33.4791
12/6/2007,150.94,1.431355,-0.144926,28.6271
12/7/2007,150.91,-0.019875,-1.013886,-0.3975
12/10/2007,152.08,0.775297,-40.007753,15.50594
12/11/2007,147.91,-2.741978,-4.536683,-54.83956
12/12/2007,149.37,0.987087,-1.359991,19.74174
12/13/2007,149.06,-0.207538,-1.210253,-4.15076
12/14/2007,147.17,-1.267946,5.109454,-25.35892
12/17/2007,145.07,-1.426921,0.12538,-28.53842
12/18/2007,145.88,0.558351,-1.391298,11.16702
12/19/2007,145.88,0,-1,0
12/20/2007,146.8,0.630655,-1,12.6131
12/21/2007,148.13,0.905995,0.436592,18.1199
12/24/2007,149.23,0.742591,-0.180358,14.85182
12/26/2007,149.55,0.214434,-0.711235,4.28868
12/27/2007,147.67,-1.257105,-6.862429,-25.1421
12/28/2007,147.3,-0.250559,-0.800686,-5.01118
12/31/2007,146.21,-0.739986,1.953346,-14.79972
1/2/2008,144.93,-0.875453,0.183066,-17.50906
1/3/2008,144.86,-0.048299,-0.94483,-0.96598
1/4/2008,141.31,-2.450642,49.738792,-49.01284
1/7/2008,141.19,-0.08492,-0.965348,-1.6984
1/8/2008,138.91,-1.614845,18.016148,-32.2969
1/9/2008,140.37,1.05104,-1.650861,21.0208
1/10/2008,141.29,0.655411,-0.376417,13.10822
1/11/2008,140.15,-0.806851,-2.231062,-16.13702
1/14/2008,141.28,0.806279,-1.999291,16.12558
1/15/2008,138.17,-2.201302,-3.730199,-44.02604
1/16/2008,136.98,-0.861258,-0.608751,-17.22516
1/17/2008,133.43,-2.591619,2.009109,-51.83238
1/18/2008,132.06,-1.026756,-0.603817,-20.53512
1/22/2008,130.72,-1.01469,-0.011751,-20.2938
1/23/2008,133.86,2.402081,-3.367304,48.04162
1/24/2008,134.99,0.844166,-0.648569,16.88332
1/25/2008,133.04,-1.444551,-2.711218,-28.89102
1/28/2008,135.24,1.653638,-2.144742,33.07276
1/29/2008,135.91,0.495416,-0.700409,9.90832
1/30/2008,134.91,-0.735781,-2.48518,-14.71562
1/31/2008,137.37,1.823438,-3.478234,36.46876
2/1/2008,139.58,1.608794,-0.117714,32.17588
2/4/2008,137.82,-1.260926,-1.783771,-25.21852
2/5/2008,134.13,-2.677405,1.123365,-53.5481
2/6/2008,133.05,-0.805189,-0.699265,-16.10378
2/7/2008,133.93,0.661405,-1.821429,13.2281
2/8/2008,133.07,-0.642126,-1.970851,-12.84252
2/11/2008,133.75,0.511009,-1.795808,10.22018
2/12/2008,134.99,0.927103,0.814258,18.54206
2/13/2008,136.37,1.022298,0.10268,20.44596
2/14/2008,135.17,-0.879959,-1.860766,-17.59918
2/15/2008,135.14,-0.022194,-0.974778,-0.44388
2/19/2008,135.52,0.28119,-13.669479,5.6238
2/20/2008,135.92,0.295159,0.04968,5.90318
2/21/2008,134.79,-0.831371,-3.816686,-16.62742
2/22/2008,135.62,0.615773,-1.740671,12.31546
2/25/2008,137.33,1.260876,1.047632,25.21752
2/26/2008,138.36,0.750018,-0.405161,15.00036
2/27/2008,138.22,-0.101185,-1.13491,-2.0237
2/28/2008,136.87,-0.976704,8.652624,-19.53408
2/29/2008,133.82,-2.228392,1.281543,-44.56784
3/3/2008,133.5,-0.239127,-0.892691,-4.78254
3/4/2008,132.99,-0.382022,0.59757,-7.64044
3/5/2008,133.83,0.631626,-2.653375,12.63252
3/6/2008,131.06,-2.06979,-4.276921,-41.3958
3/7/2008,129.71,-1.030063,-0.502335,-20.60126
3/10/2008,128,-1.318325,0.27985,-26.3665
3/11/2008,132.6,3.59375,-3.725996,71.875
3/12/2008,131.36,-0.935143,-1.260214,-18.70286
3/13/2008,131.65,0.220767,-1.236079,4.41534
3/14/2008,129.61,-1.549563,-8.018987,-30.99126
3/17/2008,128.3,-1.010724,-0.347736,-20.21448
3/18/2008,133.63,4.154326,-5.110246,83.08652
3/19/2008,130.32,-2.476989,-1.596243,-49.53978
